N,ID,縣市,鄉鎮市區,路名,郵遞區號,土地面積,使用分區,移轉層次,總樓層數,主要用途,主要建材,建物型態,屋齡,建物面積,車位面積,車位個數,橫坐標,縱坐標,備註,主建物面積,陽台面積,附屬建物面積
1240,PU-1241,新北市,三重區,進安街,241,2.074755819105534,5,10,11,10,4,0,6.0,2.0527564429950287,0.0225920397141611,1.0,300080,2775297,,1.6901339105969608,0.8986538707173399,1.5365569549064289
1241,PU-1242,高雄市,左營區,重文街,813,-0.6076060019213311,5,9,15,4,4,0,2.4166666666666665,-0.7389248064693908,0.2311404672769605,1.0,178739,2509423,,-0.9874322935488086,-0.9885512760509848,-0.4384519028208025
1242,PU-1243,桃園市,楊梅區,漢昌街,326,-0.0850202298383614,5,6,7,2,4,2,25.75,-0.1747282666517204,0.0071440080428426,1.0,268395,2756597,,-0.0233387252731845,-0.0210600299229196,-0.1800993927829699
1243,PU-1244,台北市,松山區,南京東路五段,105,-0.4501140701489019,5,11,12,10,4,0,37.583333333333336,-0.1408305112044265,-0.8193256863726953,0.0,306333,2771641,,0.0001412530621669,-0.0944323819220497,-0.4384519028208025
1244,PU-1245,桃園市,八德區,介壽路二段,334,0.0548791345515835,1,3,4,2,4,1,40.583333333333336,-0.5993120170847737,-0.8193256863726953,0.0,279879,2759792,,-0.1449819865286183,0.3935790755605368,-0.4384519028208025
1245,PU-1246,台南市,東區,東成街,701,0.8030679531091133,5,8,14,10,4,0,3.0,0.6123891055990008,0.2635813337867292,1.0,171406,2542186,,0.1772312101456587,0.8850032005779668,0.1230911561870482
1246,PU-1247,台中市,南區,福田二街,402,-0.1591637686019726,5,6,7,2,4,2,28.33333333333333,-0.0718859238539986,-0.8193256863726953,0.0,215210,2667194,,0.1251792099805427,-0.4749448120570737,-0.0349095524311302
1247,PU-1248,台南市,南區,興昌路,702,0.1569496723567883,5,3,14,10,4,0,5.416666666666667,0.6824827694052695,2.9175531749192425,2.0,167808,2541935,,0.5084969285877822,-0.5022461523358198,-0.0797475913633162
1248,PU-1249,桃園市,中壢區,春德路,320,-0.3388867452224862,5,7,15,10,4,0,2.75,-0.1776009577913216,0.7764559852745024,1.0,271359,2767299,,-0.4765305962759867,-0.945892931865444,0.3451462061369206
1249,PU-1250,台北市,文山區,辛亥路四段,116,1.9557416200917888,0,5,18,2,4,0,26.666666666666668,-0.1350851289252239,0.7903592137786891,1.0,306384,2766893,,-0.0295623339885788,-0.1985187417347692,0.0312799336116199
1250,PU-1251,台中市,西屯區,寧夏東六街,407,-0.2325141998196521,5,3,7,2,4,2,26.416666666666668,-0.0695877709423178,-0.8193256863726953,1.0,215722,2673679,,-0.2377703346490423,-0.1217337222007958,-0.3487758249564309
1251,PU-1252,新北市,新莊區,新北大道四段,242,-0.1781022154563409,5,14,27,10,4,0,6.666666666666667,0.4233660286132435,1.0483413426897077,1.0,295241,2772429,,0.1339488404431438,0.3918727417931152,-0.4384519028208025
1252,PU-1253,台南市,安南區,生態二街,709,1.1007236184534646,5,12,19,10,4,0,0.1666666666666666,1.9269325710804968,1.6508145778711276,2.0,165880,2547278,,1.4536367794119782,1.5044023581520192,-0.4384519028208025
1253,PU-1254,新北市,土城區,裕民路,236,0.1356559364266231,0,4,5,2,4,1,36.083333333333336,-0.6153990874665402,-0.8193256863726953,0.0,295456,2764359,,-0.0386148557564248,-0.4066914613602083,-0.4384519028208025
1254,PU-1255,台中市,東區,樂業南路,401,0.4562636534789969,5,16,22,10,4,0,3.75,0.3050111536616751,0.5648179513774395,1.0,218993,2670117,,0.0499301227853209,-0.0381233675971358,-0.4384519028208025
1255,PU-1256,台南市,中西區,國華街二段,700,0.0807152136993574,5,3,5,2,4,1,37.25,-0.5223238945434623,-0.8193256863726953,0.0,167635,2543199,,-0.1407386169499402,0.0420743194716805,-0.2783160494915675
1256,PU-1257,台北市,大安區,通化街,106,-0.1315972729903481,5,3,7,5,4,2,39.0,-0.2034551780477323,-0.8193256863726953,0.0,306119,2769405,,0.2697366669608377,0.6358784705344085,-0.4384519028208025
1257,PU-1258,新北市,板橋區,五權街,220,-0.2958907028081912,5,2,5,2,4,1,43.41666666666666,-0.8923265133240933,-0.8193256863726953,0.0,296887,2765077,,-0.5246221181676699,-0.1916934066650828,-0.4384519028208025
1258,PU-1259,台北市,內湖區,成功路二段,114,-0.2967559110401167,5,7,20,2,4,0,24.75,0.0504907186930113,1.0606997680267622,1.0,309547,2774076,,0.013437144408691,0.2553660403993845,0.095334274943314
1259,PU-1260,桃園市,中壢區,新明路,320,-0.7751679961708926,5,7,7,2,4,2,25.5,-0.8630250637001611,-0.8193256863726953,0.0,271667,2761439,,-0.8768217931979375,-0.3094304366171754,-0.4384519028208025
1260,PU-1261,台北市,北投區,文林北路,112,2.0741790136175835,5,3,3,2,1,1,49.91666666666666,-0.3850092580705263,-0.8193256863726953,0.0,302393,2777644,,0.2111781667750821,0.3526270651424176,-0.4384519028208025
1261,PU-1262,金門縣,金寧鄉,頂堡,892,1.17481909009308,5,5,5,10,4,1,0.3333333333333333,-0.0736095385377594,0.1894307817644006,1.0,-19556,2706934,,-0.3531899871890817,0.0352489844019942,-0.4384519028208025
1262,PU-1263,台中市,北屯區,陳平路,406,-0.7342869072124151,5,4,8,2,4,2,27.75,-0.6533186105092756,-0.8193256863726953,1.0,216142,2675515,,-0.5582861834918481,-0.7496645486119563,-0.2377482999814947
1263,PU-1264,台北市,萬華區,開封街二段,108,-1.158647511409849,5,2,12,5,4,0,40.583333333333336,-0.7435211122927525,-0.8193256863726953,0.0,300911,2771150,,-0.5599835313233194,-1.6420771089734696,-0.4384519028208025
1264,PU-1265,台中市,西屯區,國安一路,407,-1.0143259716122843,5,16,22,2,4,0,13.916666666666666,-0.5613924940420382,-0.1689635530101878,1.0,210772,2676200,,-0.8188290756226724,-0.718950540798367,0.5138226383103812
1265,PU-1266,新北市,林口區,文化三路一段,244,-0.5072899141419751,5,15,15,10,4,0,9.083333333333334,0.0286582660320423,-0.1040818199906502,1.0,287501,2774447,,-0.4145774004272891,0.1495733468192435,1.0134465006975948
1266,PU-1267,台中市,西區,英才路,403,-0.7918713217594532,5,3,15,10,4,0,25.666666666666668,0.7485546656160962,-0.8193256863726953,1.0,216035,2671900,,0.1899613188816925,1.1767862748070657,0.3600922191143162
1267,PU-1268,台南市,東區,崇德路,701,0.2464506572370761,5,5,7,2,4,2,22.416666666666668,-0.0127084863782144,-0.1179850484948368,1.0,170786,2540289,,0.0850086446357254,-0.2735974275013212,-0.4384519028208025
1268,PU-1269,桃園市,蘆竹區,福祿五街,338,-0.335209610236803,5,5,12,2,4,0,28.166666666666668,-0.22298947779702,-0.8193256863726953,0.0,279949,2771733,,-0.1661988344220079,-0.1217337222007958,-0.2633700365141722
1269,PU-1270,高雄市,小港區,港信路,812,-1.057490248960565,2,7,15,10,4,0,0.1666666666666666,-0.7222631978597038,-0.065461740812354,1.0,181792,2496310,,-1.0952138808472278,-0.0381233675971358,-0.4384519028208025
1270,PU-1271,桃園市,八德區,正福街,334,-0.6161859835545919,5,6,15,2,4,0,14.333333333333334,-0.0494789329651095,0.4427785011740234,1.0,280162,2762666,,-0.240599247701494,-0.2172884131764073,0.0547665254332413
1271,PU-1272,台北市,內湖區,陽光街,114,1.7042544273454592,5,6,8,2,4,2,30.33333333333333,0.4779471602656655,1.1271263042134316,1.0,308773,2774294,花台:1.17平方公尺,0.6708765377985239,0.5044907704429429,-0.1886399716271959
1272,PU-1273,新竹市,新竹市,新莊街,300,-0.5977282079401824,5,10,15,10,4,0,13.25,-0.3884564874380475,0.3593591301489038,1.0,251705,2742337,,-0.6502258576965364,-0.9100599227495896,0.7294722541270845
1273,PU-1274,新北市,樹林區,俊英街,238,-0.4368235103640473,5,3,12,2,4,0,25.666666666666668,-0.2792942241332032,-0.8193256863726953,0.0,292856,2766920,,0.0086279922195227,-0.019353696155498,-0.2505591682478333
1274,PU-1275,台北市,士林區,承德路四段,111,-0.3046148858134394,5,10,12,2,4,0,34.166666666666664,0.3302908356901654,-0.8193256863726953,0.0,302366,2775802,,0.7384875597521255,-0.2394707521528883,0.3237947590263556
1275,PU-1276,台南市,中西區,湖美街,700,-1.0145182401082682,5,9,14,2,4,0,22.83333333333333,-0.8974973573753753,-0.8193256863726953,0.0,166013,2544789,,-0.8906834671549521,-0.7530772161467996,-0.4384519028208025
1276,PU-1277,新北市,中和區,新生街,235,0.4484046787056743,5,3,5,2,4,1,37.75,-0.6176972403782209,-0.8193256863726953,0.0,298661,2766339,,-0.0004245295483237,-0.6592288589386099,-0.4384519028208025
1277,PU-1278,台北市,內湖區,環山路二段,114,2.0041452139556184,5,3,4,2,4,1,40.833333333333336,-0.7963786292614142,-0.8193256863726953,0.0,307880,2775305,,-0.4349455744049431,-0.0773690442478334,-0.4384519028208025
1278,PU-1279,新北市,鶯歌區,成功街,239,-0.2231891777644556,5,5,5,2,4,1,38.25,-0.7027288981104158,-0.8193256863726953,0.0,286189,2761104,,-0.1215020081932671,-0.7633152187513293,-0.4384519028208025
1279,PU-1280,新北市,新莊區,建興街,242,-0.2642865687809144,5,6,13,10,4,0,8.333333333333334,0.3417816002485702,0.5648179513774395,1.0,295435,2770086,,-0.0120230730633766,0.1308036753776056,1.103122578561966
1280,PU-1281,桃園市,桃園區,健行路,330,0.0388727822609627,5,8,10,2,4,2,4.833333333333333,-0.6596385310163984,0.7362911029290743,1.0,281491,2768289,,-0.9280251194473176,-0.4459371380109059,-0.4384519028208025
1281,PU-1282,高雄市,鼓山區,裕興路,804,-0.4442018138974113,5,6,12,10,4,0,0.1666666666666666,-0.4694663775748008,0.6868574015808551,1.0,177169,2507862,,-1.0261884023674004,0.5761567886746515,-0.1309910644286714
1282,PU-1283,高雄市,新興區,新興路,800,-1.0286259410010523,5,3,14,2,4,0,7.0,-0.8164874672386223,-0.561343557461677,1.0,178563,2503245,,-1.189699576799123,-0.9953766111206712,0.8832026733231501
1283,PU-1284,台北市,內湖區,星雲街,114,-1.134830251469901,5,7,21,2,4,0,25.25,-1.369767780725808,0.5045706278592974,1.0,310228,2774787,,-1.8621322093669517,-1.1472403164211964,-0.4384519028208025
1284,PU-1285,新竹市,新竹市,慈濟路,300,-0.0428172949699981,5,4,23,10,4,0,6.833333333333333,1.064550690972225,-0.0577377249766949,1.0,251524,2742617,,0.5308453417021524,0.3918727417931152,1.9635858971177225
1285,PU-1286,新北市,板橋區,縣民大道一段,220,0.3294625803779229,5,13,19,2,4,0,8.5,2.4750420405164,1.785212453411598,2.0,296534,2766953,,1.988301346325397,2.8780010409264323,0.0526313807221848
1286,PU-1287,台北市,大安區,信義路二段,106,1.946945336400547,5,4,4,2,4,1,49.5,0.0958792386987099,-0.8193256863726953,0.0,303639,2769510,,0.540463646080489,0.5573871172330136,2.7279677036759367
1287,PU-1288,新北市,汐止區,大同路二段,221,-0.576794975439986,5,21,22,2,4,0,23.5,-0.477509912765684,1.2491657544168475,1.0,315938,2773049,,-0.6154302271513773,-0.1370907261075905,-0.4384519028208025
1288,PU-1289,新北市,汐止區,福德二路,221,-0.4996472414266339,5,9,16,2,4,0,26.416666666666668,-0.4941715213753708,-0.8193256863726953,0.0,313537,2773245,,-0.5150038137893332,-0.1575667313166502,-0.1010990384738808
1289,PU-1290,新北市,三重區,中正北路,241,-0.773317411897052,5,3,5,2,4,1,43.66666666666666,-0.928522421683068,-0.8193256863726953,0.0,299700,2772708,,-0.343571682810745,-1.6420771089734696,-0.4384519028208025
1290,PU-1291,台南市,東區,府連路,701,-0.2190794386628097,5,6,8,2,4,2,24.416666666666668,0.2458337161858909,-0.5242682814505125,1.0,169751,2543002,,0.386853667332348,0.8713525304385937,-0.4384519028208025
1291,PU-1292,新北市,樹林區,學勤路,238,0.615822471583248,5,19,24,10,4,0,11.833333333333334,2.246375825804148,2.495821910292248,2.0,288559,2760098,,2.1973580209015955,1.774003093404637,0.1294965903202175
1292,PU-1293,新竹縣,竹北市,嘉豐十路,302,0.0817486568652683,5,22,23,10,4,0,0.0833333333333333,0.5744695825562651,2.84031301656265,2.0,253554,2744499,,0.3299925149780641,-0.2957797664778024,0.2469295494283231
1293,PU-1294,基隆市,信義區,孝東路,201,0.0334171636874327,5,7,15,10,4,0,5.166666666666667,0.6169854114223625,0.8598753562996219,1.0,328754,2780224,,0.6343835594218936,0.3338573937007797,-0.4384519028208025
1294,PU-1295,台北市,中正區,延平南路,100,-1.0959679817192498,5,12,14,2,4,0,20.83333333333333,-0.5987374788568534,-0.8193256863726953,0.0,301495,2770657,,-0.947261728203991,-0.1780427365257097,-0.4384519028208025
1295,PU-1296,高雄市,三民區,博愛一路,807,0.3669068699706967,5,5,12,4,4,0,31.666666666666668,2.1544497093369097,-0.2817341842108126,1.0,178348,2504842,,3.046880610552916,-1.6420771089734696,-0.4384519028208025
1296,PU-1297,高雄市,左營區,新莊一路,813,-0.6649020137243941,5,7,14,2,4,0,23.416666666666668,-0.2666543831189581,0.2388644831126196,1.0,177918,2508127,,-0.2739804217204272,-0.111495719596266,-0.2996674966021325
1297,PU-1298,新竹市,新竹市,中山路,300,-0.1123944569540028,5,8,10,10,4,2,9.166666666666666,-0.0420099360021461,0.7702767726059749,1.0,244905,2742925,,-0.3240521827488266,-0.3623267834072459,0.0761179725438059
1298,PU-1299,桃園市,桃園區,民富十三街,330,0.2910088811812363,5,8,11,2,4,0,15.333333333333334,0.0539379480605328,0.7378359060962061,1.0,282177,2767165,,-0.1463964430548442,0.3014370521197688,0.825553766124625
1299,PU-1300,新北市,蘆洲區,永樂街,247,-0.2370325094752627,5,2,7,2,4,2,27.166666666666668,-0.5757559497400438,1.5874776480187218,1.0,296235,2775815,,-0.2454083998906624,-0.2138757456415641,-0.4384519028208025
1300,PU-1301,新竹市,新竹市,武陵路,300,-0.4497776002809308,5,18,21,2,4,0,23.83333333333333,-0.1678338079166774,-0.8193256863726953,0.0,246624,2746161,,-0.246257073806398,0.1171530052382326,-0.2590997470920593
1301,PU-1302,新北市,中和區,莒光路,235,0.4363398305827136,5,3,5,2,4,1,35.833333333333336,-0.2792942241332032,-0.8193256863726953,0.0,297711,2765986,,0.2405988625205826,-0.0773690442478334,-0.4384519028208025
1302,PU-1303,新北市,板橋區,文化路二段,220,-1.2682405541204054,5,16,32,10,5,0,1.4166666666666667,0.3107565359408775,-0.8193256863726953,0.0,297595,2769065,,0.2417304277415631,-0.5483171640562038,-0.4384519028208025
1303,PU-1304,新北市,林口區,文化二路一段,244,0.9135983047375892,5,3,11,2,4,0,19.58333333333333,0.5957274969893142,2.7476248265347385,2.0,287412,2773849,,0.5497990591535804,0.3986980768628019,0.4775251782224213
1304,PU-1305,新北市,蘆洲區,民族路,247,0.4079081267391638,0,2,5,2,4,1,34.5,-0.3723694170562811,-0.8193256863726953,0.0,298276,2775651,,0.3930772760477427,-0.6216895160553338,-0.4384519028208025
1305,PU-1306,高雄市,苓雅區,仁智街,802,1.17354531130719,5,7,7,4,4,2,33.75,1.521308582168812,-0.8193256863726953,0.0,178503,2502326,,1.9687818462634783,3.01109507478532,-0.4384519028208025
1306,PU-1307,台北市,北投區,富貴一路,112,1.0651779802585275,5,7,9,2,4,2,33.416666666666664,1.6304708454736558,-0.8193256863726953,0.0,302837,2778561,,2.507689782755574,1.919041463635476,-0.4384519028208025
1307,PU-1308,台北市,內湖區,內湖路一段,114,1.2777308025682124,5,3,4,7,4,1,40.75,-0.2166695572898975,-0.8193256863726953,0.0,306815,2775249,,0.4502213197072719,0.5625061185352783,-0.4384519028208025
1308,PU-1309,桃園市,蘆竹區,長興路一段,338,-0.68862313941635,5,3,13,2,4,0,4.916666666666667,-0.7308812712785073,-0.8193256863726953,0.0,279720,2772453,,-0.9192554889847168,-0.6609351927060315,0.1508480374307821
1309,PU-1310,新北市,中和區,中原三街,235,-0.3520811707593493,5,8,23,10,4,0,1.0833333333333333,-0.6366570018995888,0.6575061414053504,1.0,299206,2766990,,-0.9232159672581496,-0.9305359279586491,0.2255781023177585
1310,PU-1311,新北市,汐止區,仁愛路,221,-0.1068667376944789,5,6,7,2,4,2,24.916666666666668,-0.1184235203155372,-0.1148954421605732,1.0,316826,2772946,,0.0807652750570473,-0.2906607651755374,-0.4384519028208025
1311,PU-1312,桃園市,桃園區,大業路一段,330,-0.6177962322084531,5,8,9,2,4,2,18.166666666666668,-0.8446398404067138,1.074602996530949,1.0,282047,2766455,,-1.051648619839468,-0.4612941419177006,-0.2740457600694544
1312,PU-1313,高雄市,三民區,文安南街,807,0.5617469570879073,5,12,24,10,4,0,2.583333333333333,0.613538182054841,0.5308322817005389,1.0,182899,2504355,,-0.0032534426007755,1.4003159983392992,-0.0904233149185979
1313,PU-1314,桃園市,八德區,中正路,334,-0.7459912519054067,5,11,15,2,4,0,7.166666666666667,-0.6131009345548593,0.5663627545445714,1.0,278480,2757909,,-0.8754073366717113,0.0864389974246432,-0.4384519028208025
1314,PU-1315,高雄市,楠梓區,大學六十二街,811,0.4698426160078268,5,3,15,10,4,0,4.0,0.6520322433254966,0.6775885825780641,1.0,175294,2514638,,0.2725655800132895,0.0881453311920648,0.323794759026356
1315,PU-1316,台北市,內湖區,大湖山莊街,114,-0.9137214810889536,5,8,8,2,4,2,29.0,-1.481228196942333,-0.8193256863726953,0.0,310359,2775670,,-1.5998919694046556,-1.3622383711163222,-0.4384519028208025
1316,PU-1317,高雄市,左營區,介壽路,813,-0.6239968912039188,5,7,15,2,4,0,15.666666666666666,-0.1523212757628313,0.0086888112099745,1.0,176115,2508965,,-0.3121707479285284,-0.3384381106633432,-0.4384519028208025
1317,PU-1318,新北市,淡水區,沙崙路,251,1.7397519984164005,5,5,5,2,4,1,16.75,-0.0437335506859068,-0.8193256863726953,0.0,292638,2786235,,0.0298448401129123,-0.065424707875882,-0.4384519028208025
1318,PU-1319,台北市,文山區,木新路三段,116,0.8536586011147539,5,4,4,2,4,1,42.41666666666666,-0.4493575395975925,-0.8193256863726953,0.0,306786,2764043,,0.0366342314387968,0.7706788381607175,-0.4384519028208025
1319,PU-1320,新北市,板橋區,金華街,220,0.6746566313541784,5,5,5,2,4,1,34.083333333333336,-0.0299446332158213,-0.8193256863726953,0.0,296154,2768183,,0.3118874714423716,0.342389062537888,1.2974207472681047
1320,PU-1321,新北市,中和區,民利街,235,-0.0485613162875032,5,4,5,2,4,1,40.66666666666666,-0.9520784890277976,-0.8193256863726953,0.0,298241,2765730,,-0.3811962264083559,-1.6420771089734696,-0.4384519028208025
1321,PU-1322,新北市,新莊區,中平路,242,-0.6342111550530386,5,8,16,2,4,0,26.25,-0.3649004200933179,-0.8193256863726953,0.0,294913,2771396,,-0.5101946616001648,-0.5875628407069013,-0.1010990384738808
1322,PU-1323,新北市,淡水區,八勢路,251,1.3573059263433556,5,17,23,2,5,0,5.083333333333333,0.5710223531887442,0.5570939355417802,1.0,296660,2782487,,0.145830275263442,-0.0347107000622927,0.8127428978582866
1323,PU-1324,台北市,內湖區,港華街,114,0.0178193819507769,5,2,9,2,4,2,21.5,-0.5309419679622659,-0.2060388290213521,1.0,308189,2775026,,-0.5384837921246843,-0.9356549292609142,-0.0818827360743726
1324,PU-1325,台中市,潭子區,中山路二段,427,0.1968453852733505,5,10,15,10,4,0,1.9166666666666667,0.2406628721346093,1.735778752063379,2.0,219961,2677416,,-0.0278649861571076,-0.0705437091781468,-0.4384519028208025
1325,PU-1326,台北市,大安區,安和路二段,106,-0.1748336510246222,5,12,17,2,4,0,32.0,1.1834801041517138,0.9973628381743566,1.0,305485,2768909,,1.5090834752400366,1.0846442513662975,1.0091762112754818
1326,PU-1327,台北市,士林區,福華路,111,-0.3747207861613985,5,5,9,2,4,2,3.583333333333333,-0.122445287910979,0.9463843336590056,1.0,302830,2777006,,-0.328861334937995,0.221239365050952,-0.4384519028208025
1327,PU-1328,高雄市,三民區,教仁路,807,-1.007163970136902,5,14,15,2,4,0,16.916666666666668,-0.5389855031531491,-0.5088202497791942,1.0,180786,2504332,,-0.678797879526301,-0.186574405362818,0.0312799336116203
1328,PU-1329,新北市,新莊區,瓊林路,242,1.031819396205402,5,3,4,2,1,1,53.41666666666666,-0.5297928915064254,-0.8193256863726953,0.0,295172,2769166,,0.3056638627269774,-1.6420771089734696,-0.4384519028208025
